;Phrase
4892;"Pero no te preocupes; mi caballo no dejará caer a ningún jinete que yo le encomiende"
4893;Tiene el paso leve y fácil y si el peligro apremia, te llevará con una rapidez que ni siquiera las bestias negras del enemigo pueden imitar
4894;¡No, no será así! dijo Frodo
4895;No lo montaré, si va a llevarme a Rivendel o alguna otra parte dejando atrás a mis amigos en peligro
4896;Glorfindel sonrió.El Señor de los anillos: La Comunidad del anillo 180 Dudo mucho dijo que tus amigos corran peligro si tú no estás con ellos
4897;Los perseguidores te seguirían a ti y nos dejarían a nosotros en paz, me parece
4898;Eres tú, Frodo, y lo que tú llevas lo que nos pone a todos en peligro
4899;Frodo no encontró respuesta y tuvo que montar el caballo blanco de Glorfindel
4900;"El poney en cambio fue cargado con una gran parte de los fardos de los otros, de modo que ahora pudieron marchar más aliviados y durante un tiempo con notable rapidez; pero los hobbits pronto descubrieron que les era difícil seguir el paso rápido e infatigable del elfo"
4901;Allá iba, adelante, adentrándose en la boca de la oscuridad y todavía más adelante hacia la noche profunda y nublada
4902;No había luna ni estrellas
4903;Hasta que asomó el gris del alba no les permitió que se detuviesen
4904;Pippin, Merry y Sam estaban ya por ese entonces casi dormidos, sosteniéndose apenas sobre unas piernas entumecidas y hasta el mismo Trancos encorvaba la espalda como si se sintiera fatigado
4905;Frodo, a caballo, iba envuelto en un sueño oscuro
4906;Se echaron al suelo entre las malezas a unos pocos metros del camino y cayeron dormidos en seguida
4907;Les pareció que habían cerrado apenas los ojos cuando Glorfindel, que se había quedado vigilando mientras los otros dormían, los despertó de nuevo
4908;La mañana estaba ya bastante avanzada y las nubes y nieblas de la noche habían desaparecido
4909;¡Bebed esto! les dijo Glorfindel, sirviéndoles uno a uno un poco del licor que llevaba en la bota de cuero adornada de plata
4910;La bebida era clara como agua de manantial y no tenía sabor y no era ni fresca ni tibia en la boca, pero les pareció mientras bebían que recobraban la fuerza y el vigor
4911;Luego unos pocos bocados de pan rancio y de fruta seca (pues ya no les quedaba ninguna otra cosa) les calmaron el hambre mejor que muchos buenos desayunos de la Comarca
4912;Habían descansado bastante menos de cinco horas cuando retornaron el camino
4913;Glorfindel insistía en la necesidad de no detenerse y sólo les permitió dos breves descansos en toda la jornada
4914;Cubrieron así más de veinte millas antes de la caída de la noche y llegaron al punto en que el camino doblaba a la derecha y descendía abruptamente al fondo del valle, acercándose una vez más al río
4915;Hasta ahora no había habido ninguna señal o sonido de persecución que los hobbits pudieran ver u oír
4916;Pero a menudo, si los otros habían quedado atrás, Glorfindel se detenía y escuchaba y una nube de preocupación le ensombrecía el rostro
4917;Una vez o dos le habló a Trancos en lengua élfica
4918;Pero por inquietos que se sintieran los guías, era evidente que los hobbits no podrían ir más lejos esa noche
4919;Caminaban tambaleándose, como borrachos de cansancio, e incapaces de pensar en otra cosa que en los pies y las piernas
4920;El sufrimiento de Frodo se había duplicado y las cosas de alrededor se le desvanecían durante el día en sombras de un gris espectral
4921;Le alegraba casi la llegada de la noche, pues el mundo parecía entonces menos pálido y vacío
4922;Los hobbits se sentían todavía extenuados, cuando de nuevo partieron temprano a la mañana siguiente
4923;Había que recorrer aún muchas millas para llegar al vado y marcharon de prisa, trastabillando.El Señor de los anillos: La Comunidad del anillo 181 El peligro aumentará justo poco antes de llegar al río dijo Glorfindel, pues el corazón me dice que los perseguidores vienen ahora a toda prisa detrás de nosotros y otro peligro puede estar esperándonos cerca del vado
4924;El camino corría aún regularmente ladera abajo y ahora a veces había mucha hierba a los lados y los hobbits caminaban por allí cuando podían, para aliviarse los pies
4925;A la caída de la tarde llegaron a un lugar donde el camino se metía de pronto entre las sombras oscuras de unos pinos, precipitándose luego en un desfiladero de paredes de piedra roja, escarpadas y húmedas
4926;Unos ecos resonaron mientras se adelantaban de prisa y pareció oírse el sonido de muchos pasos, que venían detrás
4927;De pronto, el camino desembocó otra vez en terreno despejado, saliendo del túnel como por una puerta de luz
4928;Allí, al pie de una ladera muy inclinada, se extendía una llanura de una milla de largo, y luego el Vado de Rivendel
4929;En el otro lado había una loma escarpada, de color ocre, recorrida por un sinuoso sendero y más allá se superponían unas montañas altas, estribación sobre estribación y cima sobre cima, en el cielo pálido
4930;"Más atrás se oía todavía un eco, como si unos pasos vinieran siguiéndolos por el desfiladero; un sonido impetuoso, como si un viento soplara derramándose entre las ramas de los pinos"
4931;Glorfindel se volvió un momento a escuchar y en seguida dio un salto, gritando: ¡Huid! ¡Huid! ¡El enemigo está sobre nosotros! El caballo blanco se precipitó hacia adelante
4932;Los hobbits bajaron corriendo por la pendiente
4933;Glorfindel y Trancos los siguieron como retaguardia
4934;No habían cruzado aún la mitad del llano, cuando se oyó un galope de caballos
4935;Saliendo del túnel de árboles que acababan de dejar apareció un Jinete Negro
4936;Tiró de las riendas y se detuvo, balanceándose en la silla
4937;Otro lo siguió y luego otro y en seguida otros dos
4938;¡Corre! ¡Corre! le gritó Glorfindel a Frodo
4939;Frodo no obedeció inmediatamente, como dominado por una extraña indecisión
4940;Llevando el caballo al paso, se volvió para mirar atrás
4941;Los Jinetes parecían alzarse sobre las grandes sillas como estatuas amenazadoras en lo alto de un cerro negro y macizo, mientras que todos los bosques y tierras de alrededor se desvanecían como en una niebla
4942;De pronto el corazón le dijo a Frodo que los Jinetes estaban ordenándole en silencio que esperara
4943;En seguida y a la vez, el miedo y el odio despertaron en él
4944;Soltó las riendas y echando mano a la empuñadura de la espada, la desenvainó con un relámpago rojo
4945;¡Corre! ¡Corre! gritó Glorfindel y en seguida llamó al caballo con voz alta y clara en la lengua de los Elfos: noro lim, noro lim, Asfaloth! Inmediatamente, el caballo blanco se precipitó hacia adelante y corrió como el viento por la última vuelta del camino
4946;Al mismo tiempo los caballos negros se lanzaron colina abajo persiguiéndolo y se oyó el grito terrible de los Jinetes, semejante a aquel que Frodo había oído alguna vez en la lejana Cuaderna del Este, como un horror que venía de los bosques
4947;Otros gritos respondieron y ante la desesperación de Frodo y sus amigos, cuatro Jinetes más asomaron rápidamente entre los árboles y rocas que se veían a la izquierda a lo lejos
4948;"Dos fueron hacia Frodo; dos galoparon como enloquecidos hacia el vado, para cerrarle el paso"
4949;Le parecía a Frodo que corrían como el viento y que El Señor de los anillos: La Comunidad del anillo 182 cambiaban rápidamente haciéndose más grandes y oscuros a medida que los distintos cursos convergían hacia él
4950;Frodo miró un instante por encima del hombro
4951;Ya no veía a sus amigos
4952;Los Jinetes que venían detrás perdían terreno
4953;Ni siquiera aquellas grandes cabalgaduras podían rivalizar en velocidad con el caballo élfico de Glorfindel
4954;Miró otra vez adelante y perdió toda esperanza
4955;No parecía tener ninguna posibilidad de llegar al vado antes que los Jinetes emboscadas le salieran al encuentro
4956;"Podía verlos claramente ahora; se habían quitado las capuchas y los mantos negros y estaban vestidos de blanco y gris"
4957;Las manos pálidas esgrimían espadas desnudas y llevaban yelmos en las cabezas
4958;Los ojos fríos relampagueaban y unas voces terribles increpaban a Frodo
4959;El miedo dominaba ahora enteramente a Frodo
4960;No pensó más en su espada
4961;No lanzó ningún grito
4962;Cerró los ojos y se aferró a las crines del caballo
4963;El viento le silbaba en los oídos y las campanillas del arnés se sacudían en un agudo repiqueteo
4964;Un aliento helado lo traspasó como una espada, cuando en un último esfuerzo, como un relámpago de fuego blanco, volando como si tuviera alas, el caballo élfico pasó de largo ante la cara del jinete más adelantado
4965;Frodo oyó el chapoteo del agua, que batía espumosa alrededor
4966;Sintió cómo el caballo empujaba subiendo rápidamente, dejando el río y escalando el sendero pedregoso
4967;Trepaba ahora por la orilla escarpada
4968;Había cruzado el vado
4969;Pero los perseguidores venían cerca
4970;En lo alto de la barranca, el caballo se detuvo y dio media vuelta relinchando furiosamente
4971;Había nueve Jinetes allí abajo, junto al agua, y Frodo se sintió desfallecer ante la amenaza de aquellas caras levantadas
4972;No sabía de nada que pudiera impedirles cruzar también el vado y entendió que era inútil tratar de escapar por el largo e incierto camino que llevaba a los lindes de Rivendel, una vez que los Jinetes hubiesen vadeado el agua
4973;De todos modos sintió que le habían ordenado perentoriamente que se detuviera
4974;La cólera lo dominó otra vez, pero ya no tenía fuerzas para resistirse
4975;De pronto el jinete que iba delante espoleó el caballo, que llegó al agua y se encabritó retrocediendo
4976;Haciendo un gran esfuerzo Frodo se irguió en la silla y esgrimió la espada
4977;¡Atrás! gritó .¡Volved a la Tierra de Mordor y no me sigáis! llamó con una voz que a él mismo le pareció débil y chillona
4978;Frodo no tenía los poderes de Bombadil
4979;Los Jinetes se detuvieron, pero le replicaron con una risa dura y escalofriante
4980;¡Vuelve! ¡Vuelve! gritaron.¡A Mordor te llevaremos! ¡Atrás! murmuró Frodo
4981;¡El Anillo! ¡El Anillo! gritar on los Jinetes con voces implacables, e inmediatamente el cabecilla forzó al caballo a entrar en el agua, seguido de cerca por otros dos Jinetes
4982;¡Por Elbereth y Lúthien la Bella dijo Frodo con un último esfuerzo y esgrimiendo la espada, no tendréis el Anillo ni me tendréis a mí! Entonces el cabecilla que estaba ya en medio del vado se enderezó amenazante sobre los estribos y alzó la mano
4983;Frodo sintió que había perdido la voz
4984;Tenía la lengua pegada al paladar y el corazón le golpeaba con furia
4985;La espada se le quebró y se le desprendió de la mano temblorosa
4986;El caballo El Señor de los anillos: La Comunidad del anillo 183 élfico se encabritó resoplando
4987;El primero de los caballos negros ya estaba pisando la orilla
4988;En ese momento se oyó un rugido y un estruendo: un ruido de aguas turbulentas que venía arrastrando piedras
4989;Frodo vio confusamente que el río se elevaba y que una caballería de olas empenachadas se acercaba aguas abajo
4990;Unas llamas blancas parecían moverse en las cimas de las crestas y hasta creyó ver en el agua unos Jinetes blancos que cabalgaban caballos blancos con crines de espuma
4991;Los tres Jinetes que estaban todavía en medio del vado desaparecieron de pronto bajo las aguas espumosas
4992;Los que venían detrás retrocedieron espantados
4993;Exhausto, Frodo oyó gritos y creyó ver, más allá de los Jinetes que titubeaban en la orilla, una figura brillant e de luz blanca y atrás unas pequeñas formas sombrías que corrían llevando fuegos, y las llamas rojizas refulgían en la niebla gris que estaba cubriendo el mundo
4994;Los caballos negros enloquecieron y dominados por el terror saltaron hacia adelante arrojando a los Jinetes a las aguas impetuosas
